date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:47:44	72668/72668	---M--	200	added ('OK')	font/woff	etag:%2255cd1788be02d3864a2683bc6c241fc4%22	https://d3gufdrln3j6x.cloudfront.net/wp-content/themes/nonthing/fonts/Poppins-Medium.woff	F:/VS%20CODE/TANISH%20THEME/TESTIMONIALS/TESTIMONIALS/d3gufdrln3j6x.cloudfront.net/wp-content/themes/nonthing/fonts/Poppins-Medium.woff	(from https://d3gufdrln3j6x.cloudfront.net/wp-content/themes/nonthing/style.css?x12883&ver=6.5.4)
07:47:44	162984/162984	---M--	200	added ('OK')	application/vnd.ms-opentype	etag:%22c90112ceab056e0a004e6a314048b05a%22	https://d3gufdrln3j6x.cloudfront.net/wp-content/themes/nonthing/fonts/Poppins-Medium.ttf	F:/VS%20CODE/TANISH%20THEME/TESTIMONIALS/TESTIMONIALS/d3gufdrln3j6x.cloudfront.net/wp-content/themes/nonthing/fonts/Poppins-Medium.ttf	(from https://d3gufdrln3j6x.cloudfront.net/wp-content/themes/nonthing/style.css?x12883&ver=6.5.4)
07:47:44	36/36	---M--	200	added ('OK')	image/png	etag:%2234c3e791c2d7350a94c4e5d3252e31fb%22	https://d3gufdrln3j6x.cloudfront.net/wp-content/themes/nonthing/img/grid.png	F:/VS%20CODE/TANISH%20THEME/TESTIMONIALS/TESTIMONIALS/d3gufdrln3j6x.cloudfront.net/wp-content/themes/nonthing/img/grid.png	(from https://d3gufdrln3j6x.cloudfront.net/wp-content/themes/nonthing/style.css?x12883&ver=6.5.4)
07:47:45	117/117	---M--	200	added ('OK')	image/png	etag:%22f6e8a33ccbaa46b48d40919b55d8f4d3%22	https://d3gufdrln3j6x.cloudfront.net/wp-content/plugins/testimonial-awesome-pro/public/img/vertical-8.png	F:/VS%20CODE/TANISH%20THEME/TESTIMONIALS/TESTIMONIALS/d3gufdrln3j6x.cloudfront.net/wp-content/plugins/testimonial-awesome-pro/public/img/vertical-8.png	(from https://d3gufdrln3j6x.cloudfront.net/wp-content/plugins/testimonial-awesome-pro/public/css/testimonial-awesome-public.css?x12883&ver=6.5.4)
07:47:46	22661/22661	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2022%20Jun%202024%2004:47:45%20GMT	https://testimonial.themesawesome.com/unique-opatbelas-carousel/e	F:/VS%20CODE/TANISH%20THEME/TESTIMONIALS/TESTIMONIALS/testimonial.themesawesome.com/unique-opatbelas-carousel/e.44.delayed	(from https://d3gufdrln3j6x.cloudfront.net/wp-content/plugins/testimonial-awesome-pro/public/js/swiper.min.js?x12883&ver=6.5.4)
07:47:46	22663/22663	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2022%20Jun%202024%2004:47:46%20GMT	https://testimonial.themesawesome.com/unique-opatbelas-carousel/this.params.url	F:/VS%20CODE/TANISH%20THEME/TESTIMONIALS/TESTIMONIALS/testimonial.themesawesome.com/unique-opatbelas-carousel/this.params.url	(from https://d3gufdrln3j6x.cloudfront.net/wp-content/plugins/testimonial-awesome-pro/public/js/swiper.min.js?x12883&ver=6.5.4)
07:47:47	22663/22663	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2022%20Jun%202024%2004:47:46%20GMT	https://testimonial.themesawesome.com/unique-opatbelas-carousel/-negative.svg	F:/VS%20CODE/TANISH%20THEME/TESTIMONIALS/TESTIMONIALS/testimonial.themesawesome.com/unique-opatbelas-carousel/-negative.svg	(from https://d3gufdrln3j6x.cloudfront.net/wp-content/plugins/elementor/assets/js/frontend.min.js?x12883&ver=3.22.1)
07:47:47	22663/22663	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2022%20Jun%202024%2004:47:47%20GMT	https://testimonial.themesawesome.com/unique-opatbelas-carousel/OPR/	F:/VS%20CODE/TANISH%20THEME/TESTIMONIALS/TESTIMONIALS/testimonial.themesawesome.com/unique-opatbelas-carousel/OPR/index.html	(from https://d3gufdrln3j6x.cloudfront.net/wp-content/plugins/elementor/assets/js/frontend.min.js?x12883&ver=3.22.1)
07:47:47	22663/22663	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2022%20Jun%202024%2004:47:47%20GMT	https://testimonial.themesawesome.com/unique-opatbelas-carousel/window.location.href	F:/VS%20CODE/TANISH%20THEME/TESTIMONIALS/TESTIMONIALS/testimonial.themesawesome.com/unique-opatbelas-carousel/window.location.47.delayed	(from https://d3gufdrln3j6x.cloudfront.net/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?x12883&ver=3.22.0)
07:47:47	318/318	---MC-	404	error ('Not%20Found')	application/xml	date:Sat,%2022%20Jun%202024%2004:47:47%20GMT	https://d3gufdrln3j6x.cloudfront.net/robots.txt		(from https://d3gufdrln3j6x.cloudfront.net/wp-content/themes/nonthing/style.css?x12883&ver=6.5.4)
